ï»¿Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013]
"Population, total",SP.POP.TOTL,"Macedonia, FYR",MKD,2009710,2004813,1993080,1978999,1968851,1967013,1975207,1991687,2013117,2034487,2052129,2065098,2074441,2080866,2085728,2090044,2093801,2096620,2098769,2100558,2102216,2103890,2105575,2107158
"Population, total",SP.POP.TOTL,Madagascar,MDG,11545782,11898267,12263899,12643864,13039754,13452526,13882646,14329239,14790245,15262817,15744811,16235767,16736029,17245275,17763367,18290394,18826126,19371023,19926785,20495695,21079532,21678934,22293914,22924851
"Population, total",SP.POP.TOTL,Malawi,MWI,9447123,9657518,9759434,9800635,9851737,9964065,10153315,10404259,10700180,11012707,11321496,11623166,11926778,12238739,12569091,12924746,13307535,13713758,14138207,14573338,15013694,15457531,15906483,16362567
"Population, total",SP.POP.TOTL,Malaysia,MYS,18211097,18709963,19205112,19701410,20206546,20725374,21259831,21805835,22355057,22896048,23420751,23925742,24413795,24890654,25365089,25843466,26327098,26813819,27302348,27790324,28275835,28758968,29239927,29716965
"Population, total",SP.POP.TOTL,Maldives,MDV,215859,221963,227863,233611,239291,244965,250659,256347,261973,267456,272745,277825,282743,287594,292505,297576,302825,308239,313843,319660,325694,331964,338442,345023
"Population, total",SP.POP.TOTL,Mali,MLI,7964066,8130473,8322743,8535338,8759442,8988853,9222157,9462256,9712365,9977308,10260577,10562768,10882662,11219737,11572936,11941258,12325545,12725629,13138299,13559296,13985961,14416737,14853572,15301650
"Population, total",SP.POP.TOTL,Malta,MLT,354170,357727,361260,364704,367941,370433,372687,375236,377516,379360,381363,393028,395969,398582,401268,403834,405308,406724,409379,412477,414508,416268,419455,423282
"Population, total",SP.POP.TOTL,Marshall Islands,MHL,47300,48481,49382,50052,50577,51020,51397,51697,51922,52076,52161,52184,52161,52115,52074,52058,52084,52150,52245,52341,52428,52495,52555,52634
"Population, total",SP.POP.TOTL,Mauritania,MRT,2024163,2081380,2140957,2202966,2267433,2334388,2403805,2475726,2550307,2627739,2708095,2791403,2877431,2965667,3055425,3146164,3237713,3330037,3422901,3516077,3609420,3702763,3796141,3889880
"Population, total",SP.POP.TOTL,Mauritius,MUS,1058775,1070266,1084441,1097374,1112846,1122457,1133996,1148284,1160421,1175267,1186873,1199881,1210196,1222811,1233386,1243253,1252698,1260403,1268565,1275032,1280924,1286051,1291167,1296303
"Population, total",SP.POP.TOTL,Mexico,MEX,86077004,87890094,89757916,91653826,93541577,95392647,97201533,98968558,100678867,102316781,103873607,105339877,106723661,108056312,109381550,110731826,112116694,113529819,114968039,116422752,117886404,119361233,120847477,122332399
"Population, total",SP.POP.TOTL,"Micronesia, Fed. Sts.",FSM,96331,98800,101412,103937,106057,107556,108342,108506,108236,107808,107430,107170,106983,106816,106575,106198,105686,105097,104498,103983,103619,103424,103395,103549
"Population, total",SP.POP.TOTL,Moldova,MDA,3696000,3706000,3709000,3705000,3694000,3675099,3667748,3654208,3652732,3647001,3639592,3631462,3623062,3612874,3603945,3595187,3585209,3576910,3570108,3565604,3562045,3559986,3559519,3559000
"Population, total",SP.POP.TOTL,Monaco,MCO,29438,29626,29864,30138,30423,30700,30971,31242,31517,31795,32081,32366,32653,32968,33346,33808,34369,35013,35686,36314,36845,37261,37579,37831
"Population, total",SP.POP.TOTL,Mongolia,MNG,2184159,2217937,2243525,2263224,2280519,2298063,2316598,2335723,2355618,2376197,2397473,2419669,2443231,2468595,2496248,2526502,2559496,2595068,2632834,2672223,2712738,2754209,2796484,2839073
"Population, total",SP.POP.TOTL,Montenegro,MNE,614601,616158,616630,616282,615521,614669,613774,612812,611947,611367,611196,611525,612325,613448,614670,615820,616854,617800,618649,619408,620078,620644,621081,621383
"Population, total",SP.POP.TOTL,Morocco,MAR,24674974,25128064,25569662,26000345,26421309,26833093,27237150,27632321,28013585,28374203,28710123,29021156,29311443,29586937,29855820,30125445,30395097,30667086,30955151,31276564,31642360,32059424,32521143,33008150
"Population, total",SP.POP.TOTL,Mozambique,MOZ,13567959,13893546,14350459,14893218,15453464,15981571,16463426,16914628,17350739,17798102,18275618,18785719,19319894,19873460,20438827,21010376,21587317,22171404,22762525,23361025,23967265,24581367,25203395,25833752
"Population, total",SP.POP.TOTL,Myanmar,MMR,42123003,42782387,43422423,44052710,44686091,45329862,45991828,46664455,47321204,47925630,48453000,48894203,49261313,49577152,49875169,50181020,50500070,50828959,51174018,51540490,51931231,52350763,52797319,53259018
"Population, total",SP.POP.TOTL,Namibia,NAM,1415447,1466152,1513689,1559480,1605828,1654214,1705309,1757969,1809719,1857149,1897953,1931282,1958303,1981237,2003320,2027026,2052931,2080700,2110791,2143498,2178967,2217618,2259393,2303315
"Population, total",SP.POP.TOTL,Nepal,NPL,18111200,18569445,19050879,19551500,20065413,20587157,21115271,21647305,22175431,22690158,23184177,23655119,24102862,24525527,24921910,25292058,25634043,25950022,26249412,26544943,26846016,27156367,27474377,27797457
"Population, total",SP.POP.TOTL,Netherlands,NLD,14951510,15069798,15184166,15290368,15382838,15459006,15530498,15610650,15707209,15812088,15925513,16046180,16148929,16225302,16281779,16319868,16346101,16381696,16445593,16530388,16615394,16693074,16754962,16804224
"Population, total",SP.POP.TOTL,New Caledonia,NCL,168000,172167,176724,181696,187111,193000,197000,201642,205000,209214,213230,217324,221490,225735,230068,234393,238459,242400,243985,245580,250000,254000,258000,262000
"Population, total",SP.POP.TOTL,New Zealand,NZL,3329800,3495100,3531700,3572200,3620000,3673400,3732000,3781300,3815000,3835100,3857700,3880500,3948500,4027200,4087500,4133900,4184600,4228300,4268900,4315800,4367800,4405200,4433000,4470800
"Population, total",SP.POP.TOTL,Nicaragua,NIC,4137788,4237154,4342319,4450371,4557125,4659458,4756631,4849272,4937320,5021079,5100920,5176685,5248577,5317878,5386299,5455219,5524927,5595533,5667983,5743329,5822209,5905146,5991733,6080478
"Population, total",SP.POP.TOTL,Niger,NER,7753907,8004058,8270248,8552812,8851763,9167078,9499605,9849621,10215806,10596258,10989815,11396434,11817297,12254040,12708897,13183798,13679705,14197289,14737895,15302948,15893746,16511462,17157042,17831270
"Population, total",SP.POP.TOTL,Nigeria,NGA,95617350,98085373,100592242,103144749,105752796,108424827,111166210,113979481,116867371,119831888,122876727,126004992,129224641,132550146,135999250,139585891,143314909,147187353,151208080,155381020,159707780,164192925,168833776,173615345
"Population, total",SP.POP.TOTL,Northern Mariana Islands,MNP,43972,46719,49429,52120,54817,57518,60248,62939,65374,67271,68434,68817,68499,67562,66143,64372,62235,59792,57345,55278,53860,53230,53305,53855
"Population, total",SP.POP.TOTL,Norway,NOR,4241473,4261732,4286401,4311991,4336613,4359184,4381336,4405157,4431464,4461913,4490967,4513751,4538159,4564855,4591910,4623291,4660677,4709153,4768212,4828726,4889252,4953088,5018573,5084190
"Population, total",SP.POP.TOTL,Oman,OMN,1810103,1885036,1965586,2043912,2109246,2154600,2175998,2177723,2171135,2172287,2192535,2239025,2308409,2389121,2464001,2522325,2554905,2569739,2593523,2663224,2802768,3024774,3314001,3632444
"Population, total",SP.POP.TOTL,Pakistan,PAK,111090879,114229172,117291344,120336722,123450933,126689577,130083700,133597492,137139290,140580398,143832014,146857081,149693684,152419974,155151394,157971415,160905794,163928329,167008083,170093999,173149306,176166353,179160111,182142594
"Population, total",SP.POP.TOTL,Palau,PLW,15089,15471,15894,16345,16805,17255,17695,18123,18524,18878,19174,19404,19575,19700,19805,19907,20012,20118,20228,20344,20470,20606,20754,20918
"Population, total",SP.POP.TOTL,Panama,PAN,2486776,2539140,2592117,2645922,2700823,2757004,2814525,2873288,2933100,2993685,3054812,3116409,3178450,3240805,3303335,3365929,3428509,3491034,3553480,3615846,3678128,3740282,3802281,3864170
"Population, total",SP.POP.TOTL,Papua New Guinea,PNG,4157903,4261797,4369087,4480243,4595761,4715929,4841020,4970823,5104516,5240941,5379226,5518971,5660267,5803302,5948461,6095959,6245797,6397623,6550877,6704829,6858945,7012977,7167010,7321262
"Population, total",SP.POP.TOTL,Paraguay,PRY,4249747,4360358,4470934,4581390,4691695,4801834,4911701,5021271,5130723,5240321,5350253,5460621,5571371,5682350,5793330,5904170,6014781,6125285,6236005,6347383,6459721,6573097,6687361,6802295
"Population, total",SP.POP.TOTL,Peru,PER,21772035,22213359,22649612,23081735,23511358,23939261,24365985,24789855,25206817,25611482,26000080,26372358,26729909,27073334,27403845,27723281,28030688,28328410,28625628,28934303,29262830,29614887,29987800,30375603
"Population, total",SP.POP.TOTL,Philippines,PHL,61948688,63476449,64996507,66517085,68050807,69606539,71184718,72780928,74393147,76018006,77651848,79297756,80953652,82604681,84231329,85821214,87366573,88875548,90371287,91886400,93444322,95053437,96706764,98393574
"Population, total",SP.POP.TOTL,Poland,POL,38110782,38246193,38363667,38461408,38542652,38594998,38624370,38649660,38663481,38660271,38258629,38248076,38230364,38204570,38182222,38165445,38141267,38120560,38125759,38151603,38183683,38534157,38535873,38530725
"Population, total",SP.POP.TOTL,Portugal,PRT,9983218,9960235,9952494,9964675,9991525,10026176,10063945,10108977,10160196,10217828,10289898,10362722,10419631,10458821,10483861,10503330,10522288,10542964,10558177,10568247,10573100,10557560,10514844,10459806
"Population, total",SP.POP.TOTL,Puerto Rico,PRI,3537000,3562110,3585176,3615497,3649237,3683103,3724655,3759430,3781101,3800081,3810605,3818774,3823701,3826095,3826878,3821362,3805214,3782995,3760866,3740410,3721208,3686580,3651545,3615086
"Population, total",SP.POP.TOTL,Qatar,QAT,476517,485129,489606,491996,495106,501154,512476,529491,550367,572155,593693,611808,629745,660238,720383,821159,967602,1152459,1359114,1564082,1749713,1910902,2050514,2168673
"Population, total",SP.POP.TOTL,Romania,ROM,23201835,23001155,22794284,22763280,22730211,22684270,22619004,22553978,22507344,22472040,22442971,22131970,21730496,21574326,21451748,21319685,21193760,20882982,20537875,20367487,20246871,20147528,20076727,19963581
"Population, total",SP.POP.TOTL,Russian Federation,RUS,148292000,148624000,148689000,148520000,148336000,148141000,148160126,147915373,147670780,147214777,146596870,145976473,145408033,144667468,143821212,143113885,142487260,142114903,141956409,141909244,142385523,142956460,143178000,143499861
"Population, total",SP.POP.TOTL,Rwanda,RWA,7214696,6973664,6545100,6066268,5728464,5663838,5929575,6470628,7169658,7853015,8395577,8760003,8987523,9126167,9254379,9429457,9660946,9928143,10222961,10529668,10836732,11144315,11457801,11776522
"Population, total",SP.POP.TOTL,Samoa,WSM,162865,164073,165568,167206,168786,170158,171276,172191,172979,173758,174614,175567,176592,177677,178794,179928,181073,182240,183444,184704,186029,187429,188889,190372
"Population, total",SP.POP.TOTL,San Marino,SMR,24135,24441,24766,25093,25402,25680,25914,26114,26321,26594,26969,27467,28064,28700,29290,29775,30130,30377,30549,30698,30861,31048,31247,31448
"Population, total",SP.POP.TOTL,Sao Tome and Principe,STP,117395,120154,122929,125628,128135,130378,132323,134029,135650,137396,139428,141783,144447,147455,150842,154615,158806,163390,168253,173240,178228,183177,188098,192993
"Population, total",SP.POP.TOTL,Saudi Arabia,SAU,16206078,16739895,17263613,17758096,18197011,18567343,18848350,19060850,19282965,19620692,20144584,20891594,21825217,22852333,23839231,24690067,25371936,25915624,26366358,26796375,27258387,27761728,28287855,28828870
"Population, total",SP.POP.TOTL,Senegal,SEN,7514110,7749606,7990968,8234586,8475766,8711528,8940298,9164050,9387783,9618564,9861679,10119118,10390050,10673535,10967568,11270826,11582925,11904974,12238791,12586827,12950564,13330737,13726021,14133280
"Population, total",SP.POP.TOTL,Serbia,SRB,7586000,7595636,7646424,7699307,7734639,7738987,7708878,7649631,7567745,7540401,7516346,7503433,7500031,7480591,7463157,7440769,7411569,7381579,7350221,7320807,7291436,7234099,7199077,7163976
"Population, total",SP.POP.TOTL,Seychelles,SYC,70000,70755,71657,72711,73925,75304,76417,77319,78846,80410,81131,81202,83700,82800,82500,82900,84600,85033,86956,87298,89770,87441,88303,89173
"Population, total",SP.POP.TOTL,Sierra Leone,SLE,4042678,4053257,4031730,3991434,3951544,3927105,3919708,3928313,3961869,4030443,4139757,4295667,4493047,4712763,4928175,5119895,5280909,5416015,5532139,5641182,5751976,5865491,5978727,6092075
"Population, total",SP.POP.TOTL,Singapore,SGP,3047100,3135100,3230700,3313500,3419000,3524500,3670700,3796000,3927200,3958700,4027900,4138000,4176000,4114800,4166700,4265800,4401400,4588600,4839400,4987600,5076700,5183700,5312400,5399200
"Population, total",SP.POP.TOTL,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,31240,31084,30519,31189,32566,33791,35318,36936,38272,39464,40459,39133,37850,38486,39088,39689
"Population, total",SP.POP.TOTL,Slovak Republic,SVK,5299187,5303294,5305016,5325305,5346331,5361999,5373361,5383291,5390516,5396020,5388720,5378867,5376912,5373374,5372280,5372807,5373054,5374622,5379233,5386406,5391428,5398384,5407579,5414095
"Population, total",SP.POP.TOTL,Slovenia,SVN,1998161,1999429,1996498,1991746,1989443,1989872,1988628,1985956,1981629,1983045,1988925,1992060,1994530,1995733,1997012,2000474,2006868,2018122,2021316,2039669,2048583,2052843,2057159,2060484
"Population, total",SP.POP.TOTL,Solomon Islands,SLB,311849,320764,329984,339490,349250,359236,369439,379861,390493,401323,412336,423529,434880,446335,457827,469306,480745,492148,503541,514964,526447,537997,549598,561231
"Population, total",SP.POP.TOTL,Somalia,SOM,6321615,6319531,6294017,6269244,6278911,6346440,6481035,6673254,6904978,7149044,7385416,7609265,7825924,8037706,8249965,8466938,8687671,8910851,9140259,9380854,9636173,9907903,10195134,10495583
"Population, total",SP.POP.TOTL,South Africa,ZAF,35200000,35933108,36690739,37473796,38283223,39120000,40000247,40926063,41899683,42923485,44000000,44909738,45808736,46409243,47019452,47639556,48269753,48910248,49561256,50222996,50895698,51579599,52274945,52981991
"Population, total",SP.POP.TOTL,South Sudan,SSD,5764216,5698383,5588959,5475424,5411318,5434266,5561120,5779278,6060600,6362201,6652984,6924455,7186820,7449905,7730180,8039351,8376893,8736736,9118386,9520571,9940929,10381110,10837527,11296173
"Population, total",SP.POP.TOTL,Spain,ESP,38850435,38939049,39067745,39189400,39294967,39387017,39478186,39582413,39721108,39926268,40263216,40756001,41431558,42187645,42921895,43653155,44397319,45226803,45954106,46362946,46576897,46742697,46761264,46647421
"Population, total",SP.POP.TOTL,Sri Lanka,LKA,17015000,17267000,17426000,17646000,17891000,18136000,18336000,18568000,18784000,19056000,19102000,18797000,18921000,19173000,19435000,19644000,19858000,20039000,20217000,20450000,20653000,20869000,20328000,20483000
"Population, total",SP.POP.TOTL,St. Kitts and Nevis,KNA,40833,41009,41360,41836,42363,42888,43391,43885,44391,44938,45544,46214,46934,47679,48421,49139,49823,50478,51110,51731,52352,52971,53584,54191
"Population, total",SP.POP.TOTL,St. Lucia,LCA,138180,140159,141934,143592,145262,147040,148962,150994,153066,155073,156949,158650,160217,161766,163460,165407,167658,170149,172734,175200,177397,179271,180870,182273
"Population, total",SP.POP.TOTL,St. Martin (French part),MAF,30036,31821,32892,33238,33098,32712,32102,31304,30358,29305,28384,27782,27450,27363,27514,27906,28414,28905,29376,29820,30235,30615,30959,31264
"Population, total",SP.POP.TOTL,St. Vincent and the Grenadines,VCT,107509,107811,108001,108097,108129,108122,108078,108001,107923,107879,107897,107989,108150,108353,108562,108749,108908,109045,109158,109249,109316,109357,109373,109373
"Population, total",SP.POP.TOTL,Sudan,SDN,20008804,20840825,21771781,22745490,23683211,24529722,25263021,25903704,26491253,27085465,27729798,28434810,29186427,29973979,30778572,31585871,32397535,33218250,34040065,34853178,35652002,36430923,37195349,37964306
"Population, total",SP.POP.TOTL,Suriname,SUR,406764,412884,418700,424326,429968,435776,441734,447771,453920,460215,466668,473312,480099,486867,493394,499523,505186,510433,515372,520173,524960,529761,534541,539276
"Population, total",SP.POP.TOTL,Swaziland,SWZ,862728,887248,907947,926224,944223,963428,984506,1006760,1028694,1048151,1063715,1074761,1082183,1087929,1094758,1104642,1118253,1134977,1153929,1173678,1193148,1212159,1230985,1249514
"Population, total",SP.POP.TOTL,Sweden,SWE,8558835,8617375,8668067,8718561,8780745,8826939,8840998,8846062,8850974,8857874,8872109,8895960,8924958,8958229,8993531,9029572,9080505,9148092,9219637,9298515,9378126,9449213,9519374,9592552
"Population, total",SP.POP.TOTL,Switzerland,CHE,6715519,6799978,6875364,6938265,6993795,7040687,7071850,7088906,7110001,7143991,7184250,7229854,7284753,7339001,7389625,7437115,7483934,7551117,7647675,7743831,7824909,7912398,7996861,8081482
"Population, total",SP.POP.TOTL,Syrian Arab Republic,SYR,12451539,12818302,13187960,13562742,13945646,14338240,14746306,15168523,15591261,15995760,16371208,16700984,16994676,17298476,17676012,18167367,18804914,19561477,20346056,21031546,21532647,21961676,22399254,22845550
"Population, total",SP.POP.TOTL,Tajikistan,TJK,5297286,5417554,5523207,5616797,5702611,5784330,5862347,5937177,6012933,6094661,6186152,6289340,6404118,6529609,6663929,6805655,6954522,7111025,7275252,7447396,7627326,7814850,8008990,8207834
